cell_id,entrez_id,expression
0,11607,1.984
0,11608,1.784
0,11609,1.975
0,11610,1.9069999999999998
0,11611,1.7819999999999998
0,11614,1.255
0,11615,1.597
0,11622,1.617
0,11624,1.3559999999999999
0,11625,1.4680000000000002
0,11628,1.15
0,11629,1.6030000000000002
0,11630,1.926
0,11632,1.092
0,11634,1.31
0,11636,1.358
0,11637,1.807
0,11639,1.182
0,11640,1.86
0,11641,1.56
0,11642,1.781
0,11643,1.821
0,11647,1.3219999999999998
0,11648,1.175
0,11650,1.61
0,11651,1.063
0,11652,1.301
0,11655,1.12
0,11656,1.1440000000000001
0,11657,1.171
0,11658,1.996
0,11666,1.05
0,11668,1.4909999999999999
0,11669,1.2329999999999999
0,11670,1.406
0,11671,1.112
0,11674,1.3019999999999998
0,11676,1.141
0,11677,1.8980000000000001
0,11682,1.8869999999999998
0,11684,1.4280000000000002
0,11685,1.215
0,11686,1.8259999999999998
0,11687,1.745
0,11688,1.848
0,11689,1.7990000000000002
0,11690,1.788
0,11691,1.587
0,11692,1.245
0,11694,1.032
0,11695,1.242
0,11697,1.8090000000000002
0,11698,1.3090000000000002
0,11699,1.197
0,11700,1.006
0,11701,1.163
0,11702,1.463
0,11704,1.7990000000000002
0,11705,1.297
0,11717,1.719
0,11720,1.953
0,11722,1.4769999999999999
0,11727,1.473
0,11728,1.186
0,11730,1.4709999999999999
0,11731,1.1
0,11732,1.113
0,11733,1.694
0,11735,1.686
0,11736,1.198
0,11737,1.055
0,11739,1.666
0,11740,1.285
0,11743,1.973
0,11744,1.1320000000000001
0,11745,1.5659999999999998
0,11746,1.995
0,11747,1.577
0,11749,1.328
0,11750,1.811
0,11752,1.275
0,11753,1.714
0,11754,1.875
0,11757,1.112
0,11758,1.929
0,11761,1.188
0,11763,1.74
0,11764,1.2930000000000001
0,11765,1.226
0,11766,1.2429999999999999
0,11767,1.649
0,11768,1.5030000000000001
0,11769,1.844
0,11770,1.179
0,11771,1.9340000000000002
0,11772,1.95
0,11773,1.742
0,11774,1.64
0,11775,1.273
0,11776,1.7469999999999999
0,11777,1.686
0,11778,1.095
0,11781,1.901
0,11782,1.047
0,11783,1.9769999999999999
0,11784,1.5759999999999998
0,11785,1.524
0,11787,1.337
0,11789,1.065
0,11790,1.44
0,11792,1.168
0,11793,1.885
0,11796,1.4709999999999999
0,11797,1.486
0,11798,1.444
0,11799,1.239
0,11800,1.6019999999999999
0,11801,1.361
0,11803,1.2570000000000001
0,11804,1.2830000000000001
0,11806,1.36
0,11807,1.82
0,11808,1.4669999999999999
0,11810,1.443
0,11811,1.548
0,11812,1.5519999999999998
0,11813,1.8230000000000002
0,11814,1.1059999999999999
0,11815,1.0390000000000001
0,11816,1.182
0,11818,1.824
0,11819,1.355
0,11820,1.304
0,11821,1.58
0,11826,1.125
0,11827,1.181
0,11828,1.814
0,11829,1.828
0,11830,1.135
0,11831,1.3519999999999999
0,11832,1.6640000000000001
0,11833,1.4040000000000001
0,11834,1.228
0,11835,1.786
0,11836,1.075
0,11837,1.764
0,11838,1.032
0,11839,1.357
0,11840,1.735
0,11841,1.695
0,11842,1.348
0,11843,1.381
0,11844,1.383
0,11845,1.99
0,11846,1.3880000000000001
0,11847,1.8659999999999999
0,11848,1.6269999999999998
0,11849,1.4569999999999999
0,11850,1.4980000000000002
0,11851,1.425
0,11852,0.754
0,11853,0.418
0,11854,0.298
0,11855,0.883
0,11856,0.616
0,11857,0.812
0,11858,0.581
0,11859,0.8909999999999999
0,11861,0.361
0,11863,0.263
0,11933,0.425
1,11287,0.774
1,11298,10.0
1,11302,0.22699999999999998
1,11303,0.905
1,11304,0.62
1,11305,0.956
1,11306,0.591
1,11307,0.6809999999999999
1,11308,0.368
1,11350,0.784
1,11352,1.52
1,11354,1.465
1,11358,1.37
1,11363,1.344
1,11364,1.8330000000000002
1,11370,1.443
1,11409,1.972
1,11416,1.314
1,11418,1.193
1,11419,1.2590000000000001
1,11421,1.5530000000000002
1,11423,1.3559999999999999
1,11425,1.33
1,11426,1.71
1,11428,1.599
1,11429,1.246
1,11430,1.1059999999999999
1,11431,1.345
1,11432,1.17
1,11433,1.263
1,11434,1.183
1,11435,1.141
1,11438,1.996
1,11440,1.473
1,11441,1.27
1,11443,1.575
1,11444,1.1540000000000001
1,11447,1.479
1,11448,1.37
1,11449,1.432
1,11450,1.275
1,11451,1.946
1,11452,1.089
1,11459,1.714
1,11461,1.9040000000000001
1,11464,1.288
1,11465,1.048
1,11468,1.954
1,11470,1.05
1,11471,1.173
1,11472,1.84
1,11474,1.268
1,11475,1.6980000000000002
1,11477,1.103
1,11479,1.709
1,11480,1.069
1,11481,1.444
1,11482,1.517
1,11484,1.306
1,11486,1.374
1,11487,1.85
1,11488,1.246
1,11489,1.511
1,11490,1.1059999999999999
1,11491,1.6019999999999999
1,11492,1.38
1,11495,1.469
1,11496,1.8980000000000001
1,11497,1.074
1,11498,1.2590000000000001
1,11499,1.2890000000000001
1,11500,1.494
1,11501,1.944
1,11502,1.761
1,11504,1.983
1,11512,1.607
1,11513,1.2670000000000001
1,11514,1.6159999999999999
1,11515,1.805
1,11516,1.31
1,11517,1.198
1,11518,1.151
1,11519,1.295
1,11520,1.9980000000000002
1,11522,1.422
1,11529,1.915
1,11532,1.442
1,11533,1.893
1,11534,1.7630000000000001
1,11535,1.2
1,11536,1.131
1,11537,1.6380000000000001
1,11538,1.173
1,11539,1.996
1,11540,1.5819999999999999
1,11541,1.0290000000000001
1,11542,1.436
1,11544,1.983
1,11545,1.112
1,11546,1.525
1,11548,2.319
1,11549,1.65
1,11550,2.38
1,11551,2.291
1,11552,2.383
1,11553,1.8459999999999999
1,11554,1.824
1,11555,2.437
1,11556,1.619
1,11564,1.6019999999999999
1,11565,2.302
1,11566,2.3280000000000003
1,11567,2.211
1,11568,2.495
1,11569,1.676
1,11571,2.199
1,11572,2.451
1,11576,2.013
1,11592,2.1830000000000003
1,11593,2.187
1,11595,2.438
1,11596,2.076
1,11600,1.635
1,11601,2.374
1,11602,1.6280000000000001
1,11603,2.1519999999999997
1,11604,1.821
1,11605,2.447
1,11606,1.679
1,11607,2.455
1,11608,1.672
1,11609,1.784
1,11610,2.004
1,11611,1.781
1,11614,1.9909999999999999
1,11615,1.548
1,11622,1.771
1,11624,2.004
1,11625,1.614
1,11628,1.5759999999999998
1,11629,2.0909999999999997
1,11630,2.005
1,11632,2.274
1,11634,2.161
1,11636,1.899
1,11637,1.8030000000000002
1,11639,2.426
1,11640,1.6780000000000002
1,11641,2.32
1,11642,2.383
1,11643,1.578
1,11647,2.423
1,11648,1.8
1,11650,1.925
1,11651,2.0869999999999997
1,11652,1.744
1,11655,1.515
1,11656,1.507
1,11657,2.1630000000000003
1,11658,1.732
1,11666,1.526
1,11668,1.8769999999999998
1,11669,2.258
1,11670,1.6640000000000001
1,11671,2.431
1,11674,2.017
1,11676,1.824
1,11677,1.93
1,11682,2.004
1,11684,1.6280000000000001
1,11685,1.9280000000000002
1,11686,1.9469999999999998
1,11687,1.899
1,11688,2.1069999999999998
1,11689,1.5959999999999999
1,11690,1.933
1,11691,2.301
1,11692,1.974
1,11694,1.975
1,11695,2.325
1,11697,2.225
1,11698,1.643
1,11699,1.6269999999999998
1,11700,1.796
1,11701,2.377
1,11702,1.749
1,11704,2.485
1,11705,1.578
1,11717,2.194
1,11720,1.7469999999999999
1,11722,1.5330000000000001
1,11727,1.764
1,11728,2.3409999999999997
1,11730,2.3819999999999997
1,11731,1.55
1,11732,1.714
1,11733,2.247
1,11735,2.11
1,11736,2.23
1,11737,2.381
1,11739,2.479
1,11740,1.496
1,11743,1.6740000000000002
1,11744,1.692
1,11745,1.456
1,11746,1.631
1,11747,1.524
1,11749,1.692
1,11750,1.329
1,11752,1.1540000000000001
1,11753,1.443
1,11754,1.541
1,11757,1.5319999999999998
1,11758,1.838
1,11761,1.506
1,11763,1.883
1,11764,1.249
1,11765,1.462
1,11766,1.287
1,11767,1.681
1,11768,1.5330000000000001
1,11769,1.246
1,11770,1.7369999999999999
1,11771,1.2570000000000001
1,11772,1.095
1,11773,1.163
1,11774,1.6059999999999999
1,11775,1.516
1,11776,1.557
1,11777,1.882
1,11778,1.686
1,11781,1.192
1,11782,1.744
1,11783,1.5930000000000002
1,11784,1.8459999999999999
1,11785,1.23
1,11787,1.469
1,11789,1.436
1,11790,1.84
1,11792,1.246
1,11793,1.725
1,11796,1.2919999999999998
1,11797,1.749
1,11798,1.5390000000000001
1,11799,1.805
1,11800,1.492
1,11801,1.732
1,11803,1.003
1,11804,1.376
1,11806,1.168
1,11807,1.965
1,11808,1.284
1,11810,1.3219999999999998
1,11811,1.0490000000000002
1,11812,1.349
1,11813,1.733
1,11814,1.7590000000000001
1,11815,1.4169999999999998
1,11816,1.5959999999999999
1,11818,1.2919999999999998
1,11819,1.025
1,11820,1.0070000000000001
1,11821,1.135
1,11826,1.4480000000000002
1,11827,1.4680000000000002
1,11828,1.251
1,11829,1.797
1,11830,1.939
1,11831,1.992
1,11832,1.2770000000000001
1,11833,1.413
1,11834,1.814
1,11835,1.6219999999999999
1,11836,1.041
1,11837,1.956
1,11838,1.2409999999999999
1,11839,1.4969999999999999
1,11840,1.197
1,11841,1.452
1,11842,1.6030000000000002
1,11843,1.431
1,11844,1.6030000000000002
1,11845,1.14
1,11846,1.389
1,11847,1.9169999999999998
1,11848,1.402
1,11849,1.869
1,11850,1.695
1,11851,1.245
1,11852,0.114
1,11853,0.47
1,11854,0.053
1,11855,0.8390000000000001
1,11856,0.5479999999999999
1,11857,0.222
1,11858,0.718
1,11859,0.157
1,11861,0.302
1,11863,0.071
1,11933,0.5539999999999999
2,11287,0.695
2,11298,0.794
2,11302,10.0
2,11303,0.011000000000000001
2,11304,0.099
2,11305,0.755
2,11306,0.152
2,11307,0.662
2,11308,0.281
2,11350,0.09300000000000001
2,11352,1.1079999999999999
2,11354,1.236
2,11358,1.5619999999999998
2,11363,1.965
2,11364,1.993
2,11370,1.861
2,11409,1.421
2,11416,1.867
2,11418,1.746
2,11419,1.531
2,11421,1.067
2,11423,1.382
2,11425,1.101
2,11426,1.694
2,11428,1.8780000000000001
2,11429,1.807
2,11430,1.36
2,11431,1.974
2,11432,1.074
2,11433,1.819
2,11434,1.238
2,11435,1.084
2,11438,1.195
2,11440,1.126
2,11441,1.8980000000000001
2,11443,1.9080000000000001
2,11444,1.6380000000000001
2,11447,1.5930000000000002
2,11448,1.042
2,11449,1.6340000000000001
2,11450,1.765
2,11451,1.74
2,11452,1.588
2,11459,1.6030000000000002
2,11461,1.137
2,11464,1.8780000000000001
2,11465,1.9080000000000001
2,11468,1.088
2,11470,1.8459999999999999
2,11471,1.6869999999999998
2,11472,1.8
2,11474,1.851
2,11475,1.41
2,11477,1.771
2,11479,1.004
2,11480,1.172
2,11481,1.594
2,11482,1.1
2,11484,1.1320000000000001
2,11486,1.2919999999999998
2,11487,1.3940000000000001
2,11488,1.177
2,11489,1.588
2,11490,1.462
2,11491,1.855
2,11492,1.024
2,11495,1.04
2,11496,1.436
2,11497,1.0659999999999998
2,11498,1.085
2,11499,1.2229999999999999
2,11500,1.829
2,11501,1.825
2,11502,1.112
2,11504,1.766
2,11512,1.327
2,11513,1.794
2,11514,1.499
2,11515,1.557
2,11516,1.0
2,11517,1.8980000000000001
2,11518,1.272
2,11519,1.128
2,11520,1.3869999999999998
2,11522,1.0190000000000001
2,11529,1.3869999999999998
2,11532,1.6740000000000002
2,11533,1.425
2,11534,1.122
2,11535,1.7269999999999999
2,11536,1.314
2,11537,1.538
2,11538,1.46
2,11539,1.749
2,11540,1.24
2,11541,1.588
2,11542,1.1520000000000001
2,11544,1.126
2,11545,1.7480000000000002
2,11546,1.113
2,11548,1.838
2,11549,1.472
2,11550,1.022
2,11551,1.761
2,11552,1.464
2,11553,1.972
2,11554,1.026
2,11555,1.298
2,11556,1.005
2,11564,1.6769999999999998
2,11565,1.3769999999999998
2,11566,1.095
2,11567,1.5430000000000001
2,11568,1.1320000000000001
2,11569,1.3940000000000001
2,11571,1.122
2,11572,1.0490000000000002
2,11576,1.2
2,11592,1.443
2,11593,1.4680000000000002
2,11595,1.35
2,11596,1.6159999999999999
2,11600,1.314
2,11601,1.34
2,11602,1.771
2,11603,1.685
2,11604,1.368
2,11605,1.0759999999999998
2,11606,1.8719999999999999
2,11607,1.178
2,11608,1.175
2,11609,1.669
2,11610,1.75
2,11611,1.445
2,11614,1.162
2,11615,1.426
2,11622,1.25
2,11624,1.367
2,11625,1.9240000000000002
2,11628,1.048
2,11629,1.361
2,11630,1.375
2,11632,1.42
2,11634,1.444
2,11636,1.349
2,11637,1.219
2,11639,1.996
2,11640,1.328
2,11641,1.3559999999999999
2,11642,1.1179999999999999
2,11643,1.538
2,11647,1.952
2,11648,1.683
2,11650,1.281
2,11651,1.7619999999999998
2,11652,1.222
2,11655,1.158
2,11656,1.682
2,11657,1.9909999999999999
2,11658,1.7790000000000001
2,11666,1.604
2,11668,1.95
2,11669,1.426
2,11670,1.827
2,11671,1.5019999999999998
2,11674,1.709
2,11676,1.345
2,11677,1.0979999999999999
2,11682,1.97
2,11684,1.9680000000000002
2,11685,1.8719999999999999
2,11686,1.683
2,11687,1.2770000000000001
2,11688,1.395
2,11689,1.107
2,11690,1.975
2,11691,1.196
2,11692,1.87
2,11694,1.99
2,11695,1.551
2,11697,1.69
2,11698,1.04
2,11699,1.72
2,11700,1.754
2,11701,1.64
2,11702,1.2229999999999999
2,11704,1.986
2,11705,1.47
2,11717,1.682
2,11720,1.9409999999999998
2,11722,1.268
2,11727,1.568
2,11728,1.376
2,11730,1.145
2,11731,1.444
2,11732,1.411
2,11733,1.949
2,11735,1.5930000000000002
2,11736,1.942
2,11737,1.641
2,11739,2.374
2,11740,2.398
2,11743,1.858
2,11744,1.8880000000000001
2,11745,1.746
2,11746,2.356
2,11747,2.175
2,11749,1.788
2,11750,1.6740000000000002
2,11752,2.287
2,11753,1.525
2,11754,1.7890000000000001
2,11757,2.1919999999999997
2,11758,1.939
2,11761,1.589
2,11763,2.063
2,11764,1.73
2,11765,2.1719999999999997
2,11766,1.6869999999999998
2,11767,1.7790000000000001
2,11768,2.2230000000000003
2,11769,2.376
2,11770,1.916
2,11771,1.5290000000000001
2,11772,2.2
2,11773,1.8030000000000002
2,11774,1.806
2,11775,1.632
2,11776,2.451
2,11777,2.1959999999999997
2,11778,1.526
2,11781,2.104
2,11782,2.428
2,11783,1.85
2,11784,2.177
2,11785,2.292
2,11787,2.182
2,11789,1.8330000000000002
2,11790,2.008
2,11792,2.2840000000000003
2,11793,2.049
2,11796,2.198
2,11797,1.796
2,11798,2.395
2,11799,2.415
2,11800,2.479
2,11801,2.376
2,11803,2.437
2,11804,1.556
2,11806,2.381
2,11807,1.681
2,11808,1.776
2,11810,1.905
2,11811,2.1630000000000003
2,11812,2.418
2,11813,2.499
2,11814,1.982
2,11815,1.829
2,11816,2.188
2,11818,2.443
2,11819,2.049
2,11820,2.043
2,11821,1.837
2,11826,1.9780000000000002
2,11827,2.261
2,11828,1.922
2,11829,1.861
2,11830,1.8419999999999999
2,11831,2.262
2,11832,1.797
2,11833,2.381
2,11834,2.397
2,11835,1.665
2,11836,1.9040000000000001
2,11837,2.23
2,11838,1.525
2,11839,2.08
2,11840,2.02
2,11841,1.614
2,11842,2.221
2,11843,1.9269999999999998
2,11844,1.869
2,11845,1.5759999999999998
2,11846,1.57
2,11847,2.015
2,11848,2.25
2,11849,1.6980000000000002
2,11850,1.765
2,11851,1.931
2,11852,0.679
2,11853,0.31
2,11854,0.354
2,11855,0.645
2,11856,0.565
2,11857,0.23399999999999999
2,11858,0.006
2,11859,0.361
2,11861,0.818
2,11863,0.134
2,11933,0.493
3,11287,0.618
3,11298,0.534
3,11302,0.175
3,11303,10.0
3,11304,0.759
3,11305,0.9990000000000001
3,11306,0.284
3,11307,0.11199999999999999
3,11308,0.002
3,11350,0.9329999999999999
3,11352,2.3930000000000002
3,11354,1.919
3,11358,2.4619999999999997
3,11363,1.714
3,11364,2.467
3,11370,2.016
3,11409,1.68
3,11416,1.9669999999999999
3,11418,1.767
3,11419,2.463
3,11421,1.511
3,11423,1.724
3,11425,1.597
3,11426,2.411
3,11428,1.584
3,11429,2.487
3,11430,2.028
3,11431,1.7519999999999998
3,11432,2.1
3,11433,1.669
3,11434,2.224
3,11435,2.1630000000000003
3,11438,2.262
3,11440,1.886
3,11441,2.121
3,11443,1.6030000000000002
3,11444,2.394
3,11447,1.695
3,11448,1.817
3,11449,1.571
3,11450,1.73
3,11451,2.1390000000000002
3,11452,1.696
3,11459,1.8319999999999999
3,11461,2.0380000000000003
3,11464,1.76
3,11465,1.848
3,11468,1.639
3,11470,2.178
3,11471,1.5490000000000002
3,11472,1.554
3,11474,2.039
3,11475,1.594
3,11477,2.354
3,11479,1.624
3,11480,1.77
3,11481,2.021
3,11482,2.123
3,11484,1.591
3,11486,2.272
3,11487,1.972
3,11488,1.5319999999999998
3,11489,2.012
3,11490,2.332
3,11491,1.7080000000000002
3,11492,1.73
3,11495,2.157
3,11496,2.076
3,11497,2.093
3,11498,2.364
3,11499,2.122
3,11500,2.485
3,11501,1.65
3,11502,1.696
3,11504,2.233
3,11512,1.8719999999999999
3,11513,1.527
3,11514,2.2640000000000002
3,11515,1.8730000000000002
3,11516,2.324
3,11517,2.1390000000000002
3,11518,1.8880000000000001
3,11519,2.075
3,11520,2.05
3,11522,1.615
3,11529,1.685
3,11532,2.069
3,11533,2.408
3,11534,1.7619999999999998
3,11535,1.851
3,11536,2.082
3,11537,1.771
3,11538,1.6030000000000002
3,11539,2.045
3,11540,2.099
3,11541,1.6980000000000002
3,11542,1.6269999999999998
3,11544,1.864
3,11545,1.624
3,11546,1.808
3,11548,2.103
3,11549,1.7719999999999998
3,11550,1.546
3,11551,1.8130000000000002
3,11552,1.4269999999999998
3,11553,1.069
3,11554,1.389
3,11555,1.899
3,11556,1.121
3,11564,1.751
3,11565,1.242
3,11566,1.757
3,11567,1.25
3,11568,1.2670000000000001
3,11569,1.133
3,11571,1.084
3,11572,1.4569999999999999
3,11576,1.9609999999999999
3,11592,1.7169999999999999
3,11593,1.023
3,11595,1.661
3,11596,1.749
3,11600,1.3130000000000002
3,11601,1.242
3,11602,1.2830000000000001
3,11603,1.351
3,11604,1.882
3,11605,1.605
3,11606,1.597
3,11607,1.535
3,11608,1.245
3,11609,1.663
3,11610,1.641
3,11611,1.065
3,11614,1.2209999999999999
3,11615,1.867
3,11622,1.8419999999999999
3,11624,1.761
3,11625,1.123
3,11628,1.046
3,11629,1.796
3,11630,1.67
3,11632,1.786
3,11634,1.511
3,11636,1.109
3,11637,1.825
3,11639,1.021
3,11640,1.8359999999999999
3,11641,1.412
3,11642,1.516
3,11643,1.7409999999999999
3,11647,1.166
3,11648,1.6469999999999998
3,11650,1.101
3,11651,1.6469999999999998
3,11652,1.854
3,11655,1.459
3,11656,1.305
3,11657,1.531
3,11658,1.0759999999999998
3,11666,1.187
3,11668,1.785
3,11669,1.3019999999999998
3,11670,1.5859999999999999
3,11671,1.506
3,11674,1.579
3,11676,1.1159999999999999
3,11677,1.185
3,11682,1.046
3,11684,1.2670000000000001
3,11685,1.242
3,11686,1.696
3,11687,1.838
3,11688,1.671
3,11689,1.227
3,11690,1.9909999999999999
3,11691,1.963
3,11692,1.8019999999999998
3,11694,1.133
3,11695,1.4580000000000002
3,11697,1.33
3,11698,1.046
3,11699,1.193
3,11700,1.081
3,11701,1.795
3,11702,1.08
3,11704,1.016
3,11705,1.5390000000000001
3,11717,1.4180000000000001
3,11720,1.368
3,11722,1.4080000000000001
3,11727,1.537
3,11728,1.23
3,11730,1.047
3,11731,1.859
3,11732,1.011
3,11733,1.368
3,11735,1.2009999999999998
3,11736,1.005
3,11737,1.53
3,11739,1.7080000000000002
3,11740,1.837
3,11743,1.79
3,11744,1.145
3,11745,1.274
3,11746,1.045
3,11747,1.327
3,11749,1.976
3,11750,1.874
3,11752,1.656
3,11753,1.891
3,11754,1.656
3,11757,1.172
3,11758,1.073
3,11761,1.7469999999999999
3,11763,1.141
3,11764,1.591
3,11765,1.2209999999999999
3,11766,1.791
3,11767,1.426
3,11768,1.5630000000000002
3,11769,1.577
3,11770,1.766
3,11771,1.679
3,11772,1.859
3,11773,1.705
3,11774,1.466
3,11775,1.7919999999999998
3,11776,1.8119999999999998
3,11777,1.216
3,11778,1.6230000000000002
3,11781,1.7619999999999998
3,11782,1.797
3,11783,1.6030000000000002
3,11784,1.749
3,11785,1.493
3,11787,1.2570000000000001
3,11789,1.048
3,11790,1.807
3,11792,1.75
3,11793,1.7530000000000001
3,11796,1.041
3,11797,1.665
3,11798,1.7619999999999998
3,11799,1.4769999999999999
3,11800,1.751
3,11801,1.365
3,11803,1.157
3,11804,1.3
3,11806,1.719
3,11807,1.42
3,11808,1.147
3,11810,1.409
3,11811,1.579
3,11812,1.966
3,11813,1.131
3,11814,1.07
3,11815,1.111
3,11816,1.286
3,11818,1.569
3,11819,1.579
3,11820,1.536
3,11821,1.1640000000000001
3,11826,1.6580000000000001
3,11827,1.034
3,11828,1.128
3,11829,1.859
3,11830,1.569
3,11831,1.324
3,11832,1.254
3,11833,1.8840000000000001
3,11834,1.5430000000000001
3,11835,1.4140000000000001
3,11836,1.041
3,11837,1.673
3,11838,1.5230000000000001
3,11839,1.911
3,11840,1.005
3,11841,1.202
3,11842,1.1079999999999999
3,11843,1.339
3,11844,1.3090000000000002
3,11845,1.492
3,11846,1.093
3,11847,1.796
3,11848,1.476
3,11849,1.3530000000000002
3,11850,1.218
3,11851,1.6369999999999998
3,11852,0.618
3,11853,0.42200000000000004
3,11854,0.146
3,11855,0.763
3,11856,0.23800000000000002
3,11857,0.171
3,11858,0.217
3,11859,0.8759999999999999
3,11861,0.006999999999999999
3,11863,0.728
3,11933,0.348
4,11287,0.892
4,11298,0.7959999999999999
4,11302,0.833
4,11303,0.046
4,11304,10.0
4,11305,0.835
4,11306,0.877
4,11307,0.733
4,11308,0.368
4,11350,0.9059999999999999
4,11352,1.444
4,11354,1.22
4,11358,1.0659999999999998
4,11363,1.909
4,11364,1.178
4,11370,1.23
4,11409,1.27
4,11416,1.044
4,11418,1.071
4,11419,1.8630000000000002
4,11421,1.558
4,11423,1.775
4,11425,1.641
4,11426,1.932
4,11428,1.706
4,11429,1.8319999999999999
4,11430,1.7380000000000002
4,11431,1.78
4,11432,1.176
4,11433,1.87
4,11434,1.456
4,11435,1.646
4,11438,1.9040000000000001
4,11440,1.276
4,11441,1.854
4,11443,1.216
4,11444,1.5430000000000001
4,11447,1.475
4,11448,1.446
4,11449,1.258
4,11450,1.9180000000000001
4,11451,1.742
4,11452,1.985
4,11459,1.3119999999999998
4,11461,1.193
4,11464,1.3980000000000001
4,11465,1.357
4,11468,1.237
4,11470,1.585
4,11471,1.008
4,11472,1.901
4,11474,1.173
4,11475,1.805
4,11477,1.1440000000000001
4,11479,1.17
4,11480,1.5730000000000002
4,11481,1.251
4,11482,1.864
4,11484,1.128
4,11486,1.214
4,11487,1.097
4,11488,1.097
4,11489,1.558
4,11490,1.4969999999999999
4,11491,1.449
4,11492,1.798
4,11495,1.3159999999999998
4,11496,1.79
4,11497,1.055
4,11498,1.962
4,11499,1.6869999999999998
4,11500,1.795
4,11501,1.597
4,11502,1.8130000000000002
4,11504,1.944
4,11512,1.8159999999999998
4,11513,1.79
4,11514,1.329
4,11515,1.739
4,11516,1.308
4,11517,1.475
4,11518,1.501
4,11519,1.195
4,11520,1.167
4,11522,1.969
4,11529,1.2830000000000001
4,11532,1.841
4,11533,1.76
4,11534,1.1059999999999999
4,11535,1.281
4,11536,1.965
4,11537,1.679
4,11538,1.348
4,11539,1.232
4,11540,1.162
4,11541,1.821
4,11542,1.1840000000000002
4,11544,1.4880000000000002
4,11545,1.8630000000000002
4,11546,1.395
4,11548,1.5819999999999999
4,11549,2.0669999999999997
4,11550,1.682
4,11551,2.123
4,11552,1.8219999999999998
4,11553,1.607
4,11554,2.076
4,11555,2.492
4,11556,1.7
4,11564,1.854
4,11565,2.283
4,11566,2.421
4,11567,1.625
4,11568,2.32
4,11569,2.239
4,11571,2.096
4,11572,2.4019999999999997
4,11576,1.891
4,11592,2.029
4,11593,1.666
4,11595,2.457
4,11596,2.055
4,11600,2.184
4,11601,2.274
4,11602,2.497
4,11603,1.508
4,11604,1.9469999999999998
4,11605,1.865
4,11606,2.151
4,11607,1.624
4,11608,2.1319999999999997
4,11609,1.8019999999999998
4,11610,1.9669999999999999
4,11611,1.844
4,11614,1.726
4,11615,2.408
4,11622,1.818
4,11624,2.072
4,11625,2.345
4,11628,2.362
4,11629,2.207
4,11630,2.3480000000000003
4,11632,2.06
4,11634,2.252
4,11636,1.9980000000000002
4,11637,1.544
4,11639,2.0540000000000003
4,11640,2.028
4,11641,1.993
4,11642,2.066
4,11643,2.418
4,11647,2.294
4,11648,2.459
4,11650,2.1959999999999997
4,11651,1.9380000000000002
4,11652,2.0269999999999997
4,11655,2.383
4,11656,1.9080000000000001
4,11657,2.126
4,11658,1.814
